23,pbkdf2_sha256$36000$Uwk5yTiooF58$rJg2N7u5JrO0f6G2E/HIcZWpRXE8+byiP5Dk6dROknY=,,0,Sofia,Hardin,SofiaHardin@wmail.com,0,1,34:16.0,Sofia_Hardin
24,pbkdf2_sha256$36000$f6KUzYF3RA3h$frOHYFaqxts6Ybp/FtGjBvL2XEyZ6Xvr8QSGvj6glz0=,,0,Evelyn,Cabrera,EvelynCabrera@wmail.com,0,1,34:16.1,Evelyn_Cabrera
25,pbkdf2_sha256$36000$JZriuA0LwFRS$ynNn5x56kvmYyy7blLh5jvDLcdMNkhetSDFM9Vkvens=,,0,Jacob,Ellis,JacobEllis@wmail.com,0,1,34:16.2,Jacob_Ellis
26,pbkdf2_sha256$36000$MG1DPoTIy7hy$+pBCnKmYkwHFFjkUFqa8cyXG0ztnn96q20McMw0mvuA=,,0,William,Cole,WilliamCole@wmail.com,0,1,34:16.4,William_Cole
27,pbkdf2_sha256$36000$xFUXU6zzineh$aP0JXLTb11ZJgrrGLauPcYs8GVP7xrGr0U+sG8aTj8w=,,0,Ethan,White,EthanWhite@wmail.com,0,1,34:16.5,Ethan_White
28,pbkdf2_sha256$36000$vMW9OSUM6zeO$oy+dnorNGdKRQ60ElcXqtGugRC4KSC0piZXNcJH4RIQ=,,0,James,Mercer,JamesMercer@wmail.com,0,1,34:16.6,James_Mercer
29,pbkdf2_sha256$36000$lxNP9Mpsp4WS$r0yJknRh3X3hE/+mNO0tBauUdRePbIPEOqihUouKj58=,,0,Avery,Marquez,AveryMarquez@wmail.com,0,1,34:16.7,Avery_Marquez
30,pbkdf2_sha256$36000$yHr46z0yqTFm$7XhxP+nQ3mFcjR20LF+lc7aphn4SSDd40lUZoco97P4=,,0,Chloe,Koch,ChloeKoch@wmail.com,0,1,34:16.8,Chloe_Koch
31,pbkdf2_sha256$36000$z1aUKkgdKoW2$b/MMCoVpbzoila75HZz+rnw9Jw0EnOUaeHnjcP12M8E=,,0,Ella,Webb,EllaWebb@wmail.com,0,1,34:16.9,Ella_Webb
32,pbkdf2_sha256$36000$KXhkidSp4WfW$6DvvKlHfWrblWaOOKcUG0oE5XfxN5ONMHNNLjICx0o0=,,0,Grace,Burns,GraceBurns@wmail.com,0,1,34:17.1,Grace_Burns
33,pbkdf2_sha256$36000$uPGZQ9WQyK0t$83x02SEAHaiWsrP8SP4nbjKyzPx62zSz2nHQebhdmqE=,,0,Victoria,Levine,VictoriaLevine@wmail.com,0,1,34:17.2,Victoria_Levine
34,pbkdf2_sha256$36000$xmqyO1lcZZ7I$aPPwyioDffBH6Sxoxx/6htom7JHYmjdFKrpLmHDAysk=,,0,Aubrey,Mccullough,AubreyMccullough@wmail.com,0,1,34:17.3,Aubrey_Mccullough
35,pbkdf2_sha256$36000$4FFDP6rqKGce$ZkjdMo+4LDNBpH+d0zD8JlO4iGvBtJwj37pyxprlhzU=,,0,Alexander,Hart,AlexanderHart@wmail.com,0,1,34:17.4,Alexander_Hart
36,pbkdf2_sha256$36000$dzml3O2kqKWe$OCXd+gBdh1avT+CgIEfdR8gZN2gN6nrjdl6tFN3t6Ks=,,0,Scarlett,Patton,ScarlettPatton@wmail.com,0,1,34:17.5,Scarlett_Patton
37,pbkdf2_sha256$36000$PFbyWd5cwSDv$OHRPpUeJWW2jcl8ZhQ718UnfKvziPWZ0LsPJ02trrlw=,,0,Michael,Crawford,MichaelCrawford@wmail.com,0,1,34:17.6,Michael_Crawford
38,pbkdf2_sha256$36000$XpKx5avDQ7Es$0AEB0n3WD+XDwub8SFzH9dvbyUrSj8ZuYKJCa9grPX0=,,0,Zoey,Norris,ZoeyNorris@wmail.com,0,1,34:17.8,Zoey_Norris
39,pbkdf2_sha256$36000$pxUUDa46b3v4$fUlcndVquR81VA+jJt5uj7oAI3mxdY6Axgv0Z67P8kk=,,0,Addison,Rojas,AddisonRojas@wmail.com,0,1,34:17.9,Addison_Rojas
40,pbkdf2_sha256$36000$YYz2BzPkK4SO$CNVeIPYzv9KD1jxQqxZbfCG/Wau/Yj/SRBTuh+FuXRQ=,,0,Lily,Pitts,LilyPitts@wmail.com,0,1,34:18.0,Lily_Pitts
41,pbkdf2_sha256$36000$brIBIpPnMVpo$YBCWJkT8RLPzyU9O+g9jNbTeMBm7CFoRKKUZ9ayp3TE=,,0,Benjamin,Fields,BenjaminFields@wmail.com,0,1,34:18.1,Benjamin_Fields
42,pbkdf2_sha256$36000$Sq370Wcgp95h$aHNX4z+OU1Jc2DVBs65AHI7KgO3bke7giP0gEi6/HOM=,,0,Lillian,Blevins,LillianBlevins@wmail.com,0,1,34:18.2,Lillian_Blevins
43,pbkdf2_sha256$36000$NqgI19KOqMXo$wOwMt96fh8m7QjTpHliR+46IKGdWLpe8/889+Be0vgw=,,0,Natalie,Chen,NatalieChen@wmail.com,0,1,34:18.3,Natalie_Chen
44,pbkdf2_sha256$36000$ah4wIAlrDFNy$ykm3o2ysJosrRoY4keJ0e7I9vPFqyKivzwwpT5oRSOY=,,0,Elijah,Delacruz,ElijahDelacruz@wmail.com,0,1,34:18.5,Elijah_Delacruz
45,pbkdf2_sha256$36000$O57x7Nbz0MlT$n+V63q3O9zl/4tnxSsqBBSkPMnfMkZ5dTlUga1KivhE=,,0,Hannah,Faulkner,HannahFaulkner@wmail.com,0,1,34:18.6,Hannah_Faulkner
46,pbkdf2_sha256$36000$s1tEEehnF8xn$OMNbqzjwNr/sdjW+JrJDcZz278zOjM9mYdO/HczZkD8=,,0,Aria,Cox,AriaCox@wmail.com,0,1,34:18.7,Aria_Cox
47,pbkdf2_sha256$36000$w2nQsR88Ecqz$EhjQ8SkEbAYT7a08ajCv9ChmhLmhZ5P3UL8z6m+Xw90=,,0,Layla,Gordon,LaylaGordon@wmail.com,0,1,34:18.8,Layla_Gordon
48,pbkdf2_sha256$36000$jgj29yy0wqXd$e2xg2AFfLbmbF55mnfrxwNlYJaSsve8v50LlKMzWQws=,,0,Daniel,Spencer,DanielSpencer@wmail.com,0,1,34:18.9,Daniel_Spencer
49,pbkdf2_sha256$36000$Sben0mqAsD06$Lhfyi8KjsOT25G6t3ayUQHYm297TM+1uKaGAEYmUD78=,,0,Brooklyn,Bradford,BrooklynBradford@wmail.com,0,1,34:19.1,Brooklyn_Bradford
50,pbkdf2_sha256$36000$FhzCdwAOiqjW$+o6F8iqs7cE19YakXIehahydSAP105YMQfCpOtfJA+8=,,0,Alexa,Murray,AlexaMurray@wmail.com,0,1,34:19.2,Alexa_Murray
51,pbkdf2_sha256$36000$ryUM6OXt919s$k/sXAwsCtNvQoAGgoGkiySksxsMY5bu+Ari31eJQ1X8=,,0,Zoe,Whitney,ZoeWhitney@wmail.com,0,1,34:19.4,Zoe_Whitney
52,pbkdf2_sha256$36000$bUXQK4xQIRAj$uRlx7HwN6aLG4ktRC4yWk6TsN797sXxMfuL5ojZErss=,,0,Aiden,Johnson,AidenJohnson@wmail.com,0,1,34:19.5,Aiden_Johnson
53,pbkdf2_sha256$36000$SaOsP9pFwPun$Yh7tmBBOi901mD2/j8XWH8fXLylhpalI64BQG6AG59A=,,0,Penelope,Frey,PenelopeFrey@wmail.com,0,1,34:19.6,Penelope_Frey
54,pbkdf2_sha256$36000$IbqklN5Vg1P9$b2/EEBFLGj2KleiE4SQp4eeNRJb56MK75THNd3uWcJU=,,0,Riley,Nixon,RileyNixon@wmail.com,0,1,34:19.7,Riley_Nixon
55,pbkdf2_sha256$36000$tPOkl4sbTwhT$1yjEu4ukEStfKD0RINQJsoulUF17rVHSjbk+8Dhe7Xw=,,0,Leah,Gaines,LeahGaines@wmail.com,0,1,34:19.9,Leah_Gaines
56,pbkdf2_sha256$36000$OdCwGMKmS4UR$YZdTY6yxTjnzhia6kFIKpfrbW95plqzdlqAZP8LIiz0=,,0,Audrey,Morrison,AudreyMorrison@wmail.com,0,1,34:20.0,Audrey_Morrison
57,pbkdf2_sha256$36000$Y3NHdx9oMpEN$zufv2loKjoqRJBkAtR4gWlYj/7DVQxoVXtVocbvrptQ=,,0,Savannah,Suarez,SavannahSuarez@wmail.com,0,1,34:20.1,Savannah_Suarez
58,pbkdf2_sha256$36000$13fgkJlYUdSQ$AGBtVAX/FgXJGyIuQ6B1r7+W/OWpH9pIQPSP4AQ8ACE=,,0,Allison,Roy,AllisonRoy@wmail.com,0,1,34:20.2,Allison_Roy
59,pbkdf2_sha256$36000$OXo5Cy48IadU$Xl/ZGv0EsF478KiN3M17vq9Snc0mW0pA9adur9xyaJA=,,0,Samantha,Jordan,SamanthaJordan@wmail.com,0,1,34:20.3,Samantha_Jordan
60,pbkdf2_sha256$36000$pXr8h5S9Z9Yo$TQZ3ccJc/YvHgWyq2oB/BHOGKVfSFjF9NmMnL1uFyCs=,,0,Nora,Beasley,NoraBeasley@wmail.com,0,1,34:20.5,Nora_Beasley
61,pbkdf2_sha256$36000$NfgnPMq3Q7ty$goZjJHHXh1fwmn1wAPY1doRpKKh4AV2kiTN0PqbrHq8=,,0,Skylar,Wilson,SkylarWilson@wmail.com,0,1,34:20.6,Skylar_Wilson
62,pbkdf2_sha256$36000$Ts2Opvq50bUS$H7vI9636Dn8HDcPaUjHdmq3BrUkAcg6MT1SbrhtuD4o=,,0,Camila,Keller,CamilaKeller@wmail.com,0,1,34:20.7,Camila_Keller
63,pbkdf2_sha256$36000$pwmYZUVE33kb$az6cRQHPdkcZRXTxlNpE0YDJwJskTeeIUHqIzk4nQlA=,,0,Anna,Pitts,AnnaPitts@wmail.com,0,1,34:20.8,Anna_Pitts
64,pbkdf2_sha256$36000$hKgczJpuoGqq$Q8/KZEzbII3wezHA5/4Z0FXjqrwSppDkS3c8jTe3tFc=,,0,Paisley,Hodges,PaisleyHodges@wmail.com,0,1,34:20.9,Paisley_Hodges
65,pbkdf2_sha256$36000$59ykSnguUmQj$ovD79Ude2aVslxCFegqX3k3S0MorZ8jhrN1uJ65otWE=,,0,Logan,Landry,LoganLandry@wmail.com,0,1,34:21.0,Logan_Landry
66,pbkdf2_sha256$36000$vo8s0HT9Lg5P$/2Z+R97c8HYIF+WAfjJ06Ez3O5CP+tJnEHXLPjzFk7M=,,0,Matthew,Hayden,MatthewHayden@wmail.com,0,1,34:21.2,Matthew_Hayden
67,pbkdf2_sha256$36000$sV4WI2tvRCGM$0sxHrLV9dAdVO56EhYSR9xyGdKI/8qa6mb9sHvD198M=,2017-12-03 06:10:37.656816,0,Lucas,Green,LucasGreen@wmail.com,0,1,,Lucas_Green
68,pbkdf2_sha256$36000$MGG2rS842Dal$soBFlKcNv9aWPwJJP2e/kSQ9DqlI5RcCqYlCf5HKDoc=,,0,Jackson,Hanna,JacksonHanna@wmail.com,0,1,34:21.4,Jackson_Hanna
69,pbkdf2_sha256$36000$D7RZIrZe79M5$LGsDHhqyg965VKOZASWo1BC/Jl/uNNdynan5D6zDbpI=,,0,David,Thornton,DavidThornton@wmail.com,0,1,34:21.5,David_Thornton
70,pbkdf2_sha256$36000$3TaL9lqeSCjK$vSRmFNfpskRPbqCVDFcd0o7h5E6ivJN5C3cZ97NRUGY=,,0,Oliver,York,OliverYork@wmail.com,0,1,34:21.6,Oliver_York
71,pbkdf2_sha256$36000$C2UxPNSZPgi4$WwS8ioGBsaie1qw6Xpl2KQsMl8bmwKD8ARpKuCudOgY=,,0,Ariana,Reynolds,ArianaReynolds@wmail.com,0,1,34:21.8,Ariana_Reynolds
72,pbkdf2_sha256$36000$P7WAlCLsvK9o$7Sbstu+RXS9k6ZlqwvTcUz5sGL+Shmypr1K3GOx9LOo=,,0,Jayden,Richards,JaydenRichards@wmail.com,0,1,34:21.9,Jayden_Richards
73,pbkdf2_sha256$36000$KfQxSn9vbDnC$EnI4yEbKiGq3Z//qwiHYyd49rszNpAIp/Z6z9FqwUHI=,,0,Joseph,Dickerson,JosephDickerson@wmail.com,0,1,34:22.0,Joseph_Dickerson
74,pbkdf2_sha256$36000$qHGBjAfvTkIr$dEWxgE8gaVSOnoP33PTTYYnC5ldD8llJ+MQYV2lFTAM=,,0,Ellie,Elliott,EllieElliott@wmail.com,0,1,34:22.1,Ellie_Elliott
75,pbkdf2_sha256$36000$DNB8boq2mEQC$OPklrITPn9NwkTYAPBtXubAF12gY6wC5exHaW5PHrO8=,,0,Aaliyah,Nelson,AaliyahNelson@wmail.com,0,1,34:22.2,Aaliyah_Nelson
76,pbkdf2_sha256$36000$0LcY0HKh0Q48$Hgovig7+EmLUbAzxsXiV0BbyQmiDfFLy+FBznDpwLa0=,,0,Claire,Rosario,ClaireRosario@wmail.com,0,1,34:22.3,Claire_Rosario
77,pbkdf2_sha256$36000$r1vU1Ey9PeW1$z9g7cETahMzkH/a+bEQKrsXbWQyPoBKWHnDYRnenaz8=,,0,Gabriel,Arroyo,GabrielArroyo@wmail.com,0,1,34:22.5,Gabriel_Arroyo
78,pbkdf2_sha256$36000$u2PxmiQhnDV9$j2ZVa9W47YeOBkn5yg9Ux4LEkhdSEWP1YMIOQOsuNXY=,,0,Samuel,Bradford,SamuelBradford@wmail.com,0,1,34:22.6,Samuel_Bradford
79,pbkdf2_sha256$36000$wgxAHDTc2Ymz$YGbm54QOy9362m98hUZJN8/1Ru1VZUXU4kNbfU+mk00=,,0,Violet,Rogers,VioletRogers@wmail.com,0,1,34:22.7,Violet_Rogers
80,pbkdf2_sha256$36000$9g7wTeyYMZwn$TjsS0OBb3UfzATQ5EIiyYmSDaKGCLxMlhAE/Pvm1+40=,,0,Carter,Zavala,CarterZavala@wmail.com,0,1,34:22.8,Carter_Zavala
81,pbkdf2_sha256$36000$1GTCV8JtSkU1$vyRMQBLrZ034eny7r/2uuwEKFVX4j0Li/WsjYkwNlS4=,,0,Anthony,Long,AnthonyLong@wmail.com,0,1,34:22.9,Anthony_Long
82,pbkdf2_sha256$36000$MykXclDJ5yOl$pLWnQPt6f1dxlQrjRJr+FuoVCsdeavGXowod0ckj6U8=,,0,John,Lester,JohnLester@wmail.com,0,1,34:23.0,John_Lester
83,pbkdf2_sha256$36000$L70nwjsgkV6I$J/H55v81nyRMV/XOxjelgmR6UbeLlzgxZjA87JKRLD8=,,0,Dylan,Marsh,DylanMarsh@wmail.com,0,1,34:23.2,Dylan_Marsh
84,pbkdf2_sha256$36000$1X0Gi66parUd$7LcbLorjIYehyMFXGDqfsxQD1kPDV0UbBA41vdMUHl8=,,0,Stella,Bartlett,StellaBartlett@wmail.com,0,1,34:23.3,Stella_Bartlett
85,pbkdf2_sha256$36000$kGwgQjL9rzt4$k37fVy2Y2glSEclRAi6ShH2VIiI0CFq1V0IQO2/ygLE=,,0,Sadie,Finley,SadieFinley@wmail.com,0,1,34:23.4,Sadie_Finley
86,pbkdf2_sha256$36000$GeqX7LljGt47$WSxnypTusLJfQwHymDv42swrbsOmtImX8h2AblFhdRM=,,0,Mila,Edwards,MilaEdwards@wmail.com,0,1,34:23.5,Mila_Edwards
87,pbkdf2_sha256$36000$cjoZuJhBHnOR$LZlXThO8PcJLB45+bopP0DfDt1LUje1QEuKg1jQUu5w=,,0,Gabriella,Livingston,GabriellaLivingston@wmail.com,0,1,34:23.6,Gabriella_Livingston
88,pbkdf2_sha256$36000$83y5pg0uxNpL$pSeIizgHpu4seFxvFYUE9dfCtCvtfkcO+LLHhJuPLJ0=,,0,Luke,Schneider,LukeSchneider@wmail.com,0,1,34:23.7,Luke_Schneider
89,pbkdf2_sha256$36000$AYmL3AXwW1FR$hI1xOJmduSM1SGKEHpEI3c7yapJv5DDN6MSh/sXBOdw=,,0,Lucy,Weiss,LucyWeiss@wmail.com,0,1,34:23.9,Lucy_Weiss
90,pbkdf2_sha256$36000$IRnQ6Z0we13U$U/LNpoS2oFqhYEF5MT6LCKfDpy8LCAQLD6u+PDZVAH8=,,0,Arianna,Spears,AriannaSpears@wmail.com,0,1,34:24.0,Arianna_Spears
91,pbkdf2_sha256$36000$tofdmOAbwh5U$GC59jj4fMKDXvNAqsVwB1j8Lovpdy5viTVSVVnAO3sg=,,0,Kennedy,Mccoy,KennedyMccoy@wmail.com,0,1,34:24.1,Kennedy_Mccoy
92,pbkdf2_sha256$36000$4N85c7DTaeCd$HYhkT/E+od8iJa2uRMl9ZWLs72HDeplgi/KZbAqI2lo=,,0,Henry,Mcbride,HenryMcbride@wmail.com,0,1,34:24.2,Henry_Mcbride
93,pbkdf2_sha256$36000$Yj8r8o6Emny3$r7bDRjKktxU3dzIyDX7BULh7kF5RKo7JUafcrgIgmhY=,,0,Andrew,Reilly,AndrewReilly@wmail.com,0,1,34:24.4,Andrew_Reilly
94,pbkdf2_sha256$36000$c6nmCyT5zkzY$5GnJuWI+uuMKGtJe8XMwBWi2TmY1rg8XvX5GYAjreaQ=,,0,Sarah,Bauer,SarahBauer@wmail.com,0,1,34:24.5,Sarah_Bauer
95,pbkdf2_sha256$36000$nWUPU3gfcLSM$+YnHz26kU85yN8QPWYrtxIArQvZmbQZn84ngDx/bNKY=,,0,Madelyn,Esparza,MadelynEsparza@wmail.com,0,1,34:24.6,Madelyn_Esparza
96,pbkdf2_sha256$36000$WQ9tDDyDEsU7$1QB7WcQo7P0ppr+PM+C8+C7V98kABAbfJ9vgDl2Zn30=,,0,Eleanor,Ford,EleanorFord@wmail.com,0,1,34:24.7,Eleanor_Ford
97,pbkdf2_sha256$36000$FCmOYI856VBv$6eGpV3VVYScKYau9TCW3H4HDiWE/5BX2GyxgYxfQSvg=,,0,Kaylee,Burke,KayleeBurke@wmail.com,0,1,34:24.8,Kaylee_Burke
98,pbkdf2_sha256$36000$oK6o4PDEonyf$8fGi2Uo1YnBf26K006g9IZND9hYkXblHRLTzyzcfTtM=,,0,Caroline,Rogers,CarolineRogers@wmail.com,0,1,34:24.9,Caroline_Rogers
99,pbkdf2_sha256$36000$B1aKo3KI83Tt$V+VNy/uXJRb/2PSyolTETLxoLDc76gu37DY0+HpOwcg=,,0,Hazel,Ellison,HazelEllison@wmail.com,0,1,34:25.1,Hazel_Ellison
100,pbkdf2_sha256$36000$8Zicqqb0dXt0$p6EVgq303PbEViBUKpXg7lVSnMaNtxKu3pBaKMXoDEc=,2017-12-03 02:15:12.687876,0,Isaac,Trujillo,IsaacTrujillo@wmail.com,0,1,34:25.2,Isaac_Trujillo
101,pbkdf2_sha256$36000$YjkHPIFVsueX$w3Bn6G7MHk6lHB8Cpqmk98+nmh4Z1Jk3yY2obrj4gHw=,,0,Christopher,Kane,ChristopherKane@wmail.com,0,1,34:25.3,Christopher_Kane
102,pbkdf2_sha256$36000$A7mRuJNulsbQ$TG5rJS+0itWt8xuH2dFVMM6YtIUMugne2OiS3FhHaVw=,,0,Joshua,Nelson,JoshuaNelson@wmail.com,0,1,34:25.4,Joshua_Nelson
103,pbkdf2_sha256$36000$TSYA3OotTUR3$FOXiL/f1aBb6EidXRgz0+baS+dTk4zD+YRO0O2eldLo=,,0,Wyatt,Flynn,WyattFlynn@wmail.com,0,1,34:25.5,Wyatt_Flynn
104,pbkdf2_sha256$36000$Vtv56GkqRKoU$r5kJ6pytPMo7opVlC/pUsimQtgIJ0QTv6mlF3zAtCI8=,,0,Sebastian,Murray,SebastianMurray@wmail.com,0,1,34:25.6,Sebastian_Murray
105,pbkdf2_sha256$36000$Zz5xsEx9EAOS$BVxB9Buf6hUwbmIR1UeGLBMrARFWrOy81c3gTq4APLg=,,0,Owen,Holder,OwenHolder@wmail.com,0,1,34:25.8,Owen_Holder
106,pbkdf2_sha256$36000$yFlLCJl4FqLJ$XE61+hX23gmhuykFFRi7208fSOSBwS2qwc2dJy8GQro=,,0,Hailey,Salazar,HaileySalazar@wmail.com,0,1,34:25.9,Hailey_Salazar
107,pbkdf2_sha256$36000$a3PDKe1nDeuH$SpRJWNoXR1IrpSZnO0okK43c6pyC5+gU4jdyc92oURU=,,0,Genesis,Myers,GenesisMyers@wmail.com,0,1,34:26.0,Genesis_Myers
108,pbkdf2_sha256$36000$Y1MAbfnDmRgk$cJvGGgm6VNhadx47W+MLkdlhkCs5fsLLtKO4mn4CXdk=,,0,Caleb,Farley,CalebFarley@wmail.com,0,1,34:26.1,Caleb_Farley
109,pbkdf2_sha256$36000$ei0JJSFgHad2$qa0buRugVkXCxXNA/gEuLczSJCt7CUerbFtus3jovNQ=,,0,Kylie,Summers,KylieSummers@wmail.com,0,1,34:26.2,Kylie_Summers
110,pbkdf2_sha256$36000$5Z8alhXVFNO4$KWkCh+MK8qHWbAmzv00w66nIpz3jsLairW1HReOdT2k=,,0,Nathan,Doyle,NathanDoyle@wmail.com,0,1,34:26.3,Nathan_Doyle
111,pbkdf2_sha256$36000$UnHatQBI0ywO$Ou8nO/J07fjDpxp7FAx9oDOxJg6cS/qEuIGuVgFHcDA=,,0,Ryan,Clarke,RyanClarke@wmail.com,0,1,34:26.4,Ryan_Clarke
112,pbkdf2_sha256$36000$9asQKg3kXBRa$oHvQNzXW04f8SCxxSUpUZfGrZSIF5XUHgzAtUnmRQfY=,,0,Jack,Stephenson,JackStephenson@wmail.com,0,1,34:26.6,Jack_Stephenson
113,pbkdf2_sha256$36000$PY4RJPTU9iD9$rVBpegTjxY34Hhdgz5uxqUIdSmBhRJhYx9hS6kBohxY=,,0,Hunter,Murphy,HunterMurphy@wmail.com,0,1,34:26.7,Hunter_Murphy
114,pbkdf2_sha256$36000$2n78mTozwg8Y$QRnIXssWy46uxzUtfpp48qwe9eMTwTAxTa8+StTWvj0=,,0,Autumn,Osborn,AutumnOsborn@wmail.com,0,1,34:26.8,Autumn_Osborn
115,pbkdf2_sha256$36000$S58Px5itQb8o$yI8anyZpTVIEB29Ub4Zf5rSJRT1WLKMRXSz7Fyv6e8Y=,,0,Piper,Ford,PiperFord@wmail.com,0,1,34:26.9,Piper_Ford
116,pbkdf2_sha256$36000$LrYmEaIFijto$dgPM8hvNCE7UFSHDwWLt7NMic1x79yMDDYmGeFQJGTs=,,0,Levi,Mcgrath,LeviMcgrath@wmail.com,0,1,34:27.0,Levi_Mcgrath
117,pbkdf2_sha256$36000$ZNSW2Fs6lvzs$0Fcexr1SX70UZZsjC692deF1xB+gPQpoL3zXn4LNqio=,,0,Christian,Solis,ChristianSolis@wmail.com,0,1,34:27.2,Christian_Solis
118,pbkdf2_sha256$36000$KRzQ3FtuRAH6$FoQ0me+ubR2VX2+2GzsDtuUCI+ktviQdjJvMzff25qk=,,0,Maya,Donaldson,MayaDonaldson@wmail.com,0,1,34:27.3,Maya_Donaldson
119,pbkdf2_sha256$36000$nXsfoaSZqqn5$FNBFhJ8jdtMUlm+LenAfCv8Ma9inlv0znNxX83Mv7IU=,,0,Nevaeh,Harrington,NevaehHarrington@wmail.com,0,1,34:27.4,Nevaeh_Harrington
120,pbkdf2_sha256$36000$7X1MvY3YXqkp$XSfEYCiMDE92n/tGVYIL1HeMrQRsaTNcfDYuVnHKHis=,,0,Serenity,Moss,SerenityMoss@wmail.com,0,1,34:27.5,Serenity_Moss
121,pbkdf2_sha256$36000$76OBFhVHmvsM$xv2Rgps6897t7VfQd9pFiSiyaoChH1U2blTpQQcdgJs=,,0,Peyton,Griffith,PeytonGriffith@wmail.com,0,1,34:27.6,Peyton_Griffith
122,pbkdf2_sha256$36000$dzw6M2BSmW66$R98kvl9ee9jCPZ67M0kt8DIwCmIysVVyUns0smyvsFc=,,0,Mackenzie,House,MackenzieHouse@wmail.com,0,1,34:27.7,Mackenzie_House
123,pbkdf2_sha256$36000$jmMqnPV4ix0Q$AJi/WSIJzfGsFGsQ7HlDZ5gCtPrPbyVHbgCVpvQaFOo=,,0,Bella,Gill,BellaGill@wmail.com,0,1,34:27.8,Bella_Gill
